##TITLE=No Description
##DATA TYPE=INFRARED SPECTRUM
##XUNITS=1/CM
##YUNITS=%T
349.115696  	39.452087 
351.044512  	41.267788 
352.973328  	99.170682 
354.902144  	28.931844 
356.830960  	38.364121 
358.759776  	14.287155 
360.688592  	18.938646 
362.617408  	29.152870 
364.546224  	35.172824 
366.475040  	32.929952 
368.403856  	106.788723 
370.332672  	233.128692 
372.261488  	138.504353 
374.190304  	98.475083 
376.119120  	45.775904 
378.047936  	62.845700 
379.976752  	196.155974 
381.905568  	363.133634 
383.834384  	222.960356 
385.763200  	145.399516 
387.692016  	182.401982 
389.620832  	130.390265 
391.549648  	117.522937 
393.478464  	122.090185 
395.407280  	84.387779 
397.336096  	74.687389 
399.264912  	79.955968 
401.193728  	130.251843 
403.122544  	142.012918 
405.051360  	126.549873 
406.980176  	111.843285 
408.908992  	114.833628 
410.837808  	118.409618 
412.766624  	113.581687 
414.695440  	107.707677 
416.624256  	114.169326 
418.553072  	130.658358 
420.481888  	115.783079 
422.410704  	106.752238 
424.339520  	100.722223 
426.268336  	101.959025 
428.197152  	104.223858 
430.125968  	106.925123 
432.054784  	111.098770 
433.983600  	111.298731 
435.912416  	108.947413 
437.841232  	106.414260 
439.770048  	105.805185 
441.698864  	104.608103 
443.627680  	104.442264 
445.556496  	103.890404 
447.485312  	102.280822 
449.414128  	101.248704 
451.342944  	101.165687 
453.271760  	102.469651 
455.200576  	103.701935 
457.129392  	104.515676 
459.058208  	103.779645 
460.987024  	104.297252 
462.915840  	104.879004 
464.844656  	105.057980 
466.773472  	105.174096 
468.702288  	104.062947 
470.631104  	103.691455 
472.559920  	103.251324 
474.488736  	103.817718 
476.417552  	103.711116 
478.346368  	103.318841 
480.275184  	102.730248 
482.204000  	102.819402 
484.132816  	104.053279 
486.061632  	104.293228 
487.990448  	104.250188 
489.919264  	104.252215 
491.848080  	103.567672 
493.776896  	103.630303 
495.705712  	104.237861 
497.634528  	104.290648 
499.563344  	104.223648 
501.492160  	104.178920 
503.420976  	104.007075 
505.349792  	103.829353 
507.278608  	103.697205 
509.207424  	103.853630 
511.136240  	103.481113 
